level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,BRAIN_N01_neg m/z,BRAIN_N01_neg RT mean,BRAIN_N01_neg Normalized Area,BRAIN_N50_neg m/z,BRAIN_N50_neg RT mean,BRAIN_N50_neg Normalized Area,Sample Profile (Ratio),control Normalized Area,protein Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio_N50/N01,[M-H]-,[M+HCOO]-
431,431,,0.38,6.2,718.8531,16.31 - 17.53,1,3000.0,-,-,0.0,718.8531,16.36,5990.0,00:01.0,0.0,5990.0,00:01.0,16.36,,,#DIV/0!,[],[]
432,432,,0.44,8.26,713.5737,13.88 - 14.39,1,3000.0,-,-,0.0,713.5737,14.07,5900.0,00:01.0,0.0,5900.0,00:01.0,14.07,,,#DIV/0!,['Triacylglycerol (42:4)'],['Monoalkylmonoacylglycerol (O-41:6)']
433,433,,0.41,8.22,1060.6477,13.01 - 13.45,1,3000.0,-,-,0.0,1060.6477,13.3,5950.0,00:01.0,0.0,5950.0,00:01.0,13.3,,,#DIV/0!,[],[]
434,434,,0.4,6.92,1004.6602,12.25 - 12.70,1,3000.0,-,-,0.0,1004.6602,12.56,6050.0,00:01.0,0.0,6050.0,00:01.0,12.56,,,#DIV/0!,[],[]
435,435,,0.39,6.71,1450.054,9.51 - 9.68,1,3000.0,-,-,0.0,1450.054,9.64,6070.0,00:01.0,0.0,6070.0,00:01.0,9.64,,,#DIV/0!,[],[]
436,436,,0.44,8.76,529.3683,5.74 - 6.32,1,3000.0,-,-,0.0,529.3683,6.26,5950.0,00:01.0,0.0,5950.0,00:01.0,6.26,,,#DIV/0!,[],[]
437,437,,0.46,9.52,526.2927,1.63 - 2.18,1,3000.0,-,-,0.0,526.2927,2.1,5980.0,00:01.0,0.0,5980.0,00:01.0,2.1,,,#DIV/0!,['Lysophosphatidylethanolamine (22:5)'],[]
438,438,,0.43,8.81,1138.9404,16.78 - 16.98,1,2900.0,-,-,0.0,1138.9404,16.85,5840.0,00:01.0,0.0,5840.0,00:01.0,16.85,,,#DIV/0!,[],[]
439,439,,0.41,6.95,843.6561,12.96 - 13.50,1,2900.0,-,-,0.0,843.6561,13.25,5890.0,00:01.0,0.0,5890.0,00:01.0,13.25,,,#DIV/0!,['Triacylglycerol (52:9)'],"['Phosphatidate (O-44:2)' 'Sphingomyelin (d41:2)'
 'Ceramide phosphoethanolamine (d44:2)']"
440,440,,0.35,5.33,995.6584,11.58 - 11.97,1,2900.0,-,-,0.0,995.6584,11.83,5850.0,00:01.0,0.0,5850.0,00:01.0,11.83,,,#DIV/0!,['Phosphatidylinositol (46:5)'],[]
441,441,,0.42,8.88,984.6406,11.39 - 11.70,1,2900.0,-,-,0.0,984.6406,11.52,5840.0,00:01.0,0.0,5840.0,00:01.0,11.52,,,#DIV/0!,[],['Sulfohexosyl ceramide (d46:5)']
442,442,,0.37,5.61,956.5174,10.17 - 10.74,1,2900.0,-,-,0.0,956.5174,10.61,5840.0,00:01.0,0.0,5840.0,00:01.0,10.61,,,#DIV/0!,[],['Sulfodihexosyl ceramide (d32:2)']
443,443,,0.33,5.35,964.4907,10.21 - 10.52,1,2900.0,-,-,0.0,964.4907,10.47,5890.0,00:01.0,0.0,5890.0,00:01.0,10.47,,,#DIV/0!,[],[]
444,444,,0.42,8.53,770.5748,7.80 - 8.02,1,2900.0,-,-,0.0,770.5748,7.91,5760.0,00:01.0,0.0,5760.0,00:01.0,7.91,,,#DIV/0!,['Phosphatidylcholine (35:2)' 'Phosphatidylethanolamine (38:2)'],['Hexosyl ceramide (d36:2)']
445,445,,0.36,5.62,772.5466,6.69 - 7.41,1,2900.0,-,-,0.0,772.5466,7.29,5870.0,00:01.0,0.0,5870.0,00:01.0,7.29,,,#DIV/0!,['Phosphatidylserine (O-36:2)'],['Phosphatidylcholine (O-33:3)' 'Phosphatidylethanolamine (O-36:3)']
446,446,,0.43,9.3,871.5289,7.02 - 7.21,1,2900.0,-,-,0.0,871.5289,7.12,5860.0,00:01.0,0.0,5860.0,00:01.0,7.12,,,#DIV/0!,['Phosphatidylinositol (37:4)'],[]
447,447,,0.36,5.86,1184.5779,11.58 - 12.05,1,2800.0,-,-,0.0,1184.5779,11.89,5530.0,00:01.0,0.0,5530.0,00:01.0,11.89,,,#DIV/0!,[],[]
448,448,,0.4,6.91,751.5125,11.19 - 11.64,1,2800.0,-,-,0.0,751.5125,11.54,5570.0,00:01.0,0.0,5570.0,00:01.0,11.54,,,#DIV/0!,['Lysophosphatidylinositol (O-30:1)'],['Ceramide phosphoethanolamine (d38:6)']
449,449,,0.41,8.01,894.4875,8.80 - 9.01,1,2800.0,-,-,0.0,894.4875,8.97,5560.0,00:01.0,0.0,5560.0,00:01.0,8.97,,,#DIV/0!,[],[]
450,450,,0.43,8.87,1019.5058,6.49 - 6.74,1,2800.0,-,-,0.0,1019.5058,6.63,5650.0,00:01.0,0.0,5650.0,00:01.0,6.63,,,#DIV/0!,[],['Phosphatidylglycerophosphate (46:12)']
451,451,,0.43,8.81,521.3584,6.07 - 6.32,1,2800.0,-,-,0.0,521.3584,6.2,5590.0,00:01.0,0.0,5590.0,00:01.0,6.2,,,#DIV/0!,['Lysophosphatidate (24:0)' 'Phosphatidate (O-24:0)'],[]
452,452,,0.4,6.94,540.8207,20.74 - 22.00,1,2700.0,-,-,0.0,540.8207,20.79,5370.0,00:01.0,0.0,5370.0,00:01.0,20.79,,,#DIV/0!,[],[]
453,453,,0.43,8.92,970.7462,14.81 - 15.15,1,2700.0,-,-,0.0,970.7462,14.95,5320.0,00:01.0,0.0,5320.0,00:01.0,14.95,,,#DIV/0!,[],['Phosphatidylcholine (46:2)']
454,454,,0.41,7.46,1024.6394,12.55 - 12.98,1,2700.0,-,-,0.0,1024.6394,12.77,5360.0,00:01.0,0.0,5360.0,00:01.0,12.77,,,#DIV/0!,[],[]
455,455,,0.4,6.92,860.6865,12.55 - 12.94,1,2700.0,-,-,0.0,860.6865,12.74,5460.0,00:01.0,0.0,5460.0,00:01.0,12.74,,,#DIV/0!,['Ceramide phosphate (d52:5)'],['Hexosyl ceramide (t41:0)']
456,456,,0.41,7.85,690.6013,11.90 - 12.32,1,2700.0,-,-,0.0,690.6013,12.21,5350.0,00:01.0,0.0,5350.0,00:01.0,12.21,,,#DIV/0!,[],['Ceramide (d42:3)']
457,457,,0.36,5.54,926.6508,11.83 - 12.34,1,2700.0,-,-,0.0,926.6508,12.11,5330.0,00:01.0,0.0,5330.0,00:01.0,12.11,,,#DIV/0!,[],['Phosphatidylserine (O-44:4)']
458,458,,0.42,8.68,1008.6565,11.81 - 12.26,1,2700.0,-,-,0.0,1008.6565,11.98,5410.0,00:01.0,0.0,5410.0,00:01.0,11.98,,,#DIV/0!,['Ganglioside Gb3 (d33:1)'],['Dihexosyl ceramide (d42:6)']
459,459,,0.36,5.54,1132.5823,11.31 - 11.57,1,2700.0,-,-,0.0,1132.5823,11.42,5450.0,00:01.0,0.0,5450.0,00:01.0,11.42,,,#DIV/0!,[],[]
460,460,,0.35,5.41,936.4683,6.75 - 7.55,1,2700.0,-,-,0.0,936.4683,6.89,5320.0,00:01.0,0.0,5320.0,00:01.0,6.89,,,#DIV/0!,[],[]
461,461,,0.42,8.09,1024.7578,14.22 - 14.60,1,2600.0,-,-,0.0,1024.7578,14.32,5220.0,00:01.0,0.0,5220.0,00:01.0,14.32,,,#DIV/0!,[],['Phosphatidylserine (O-51:4)']
462,462,,0.38,6.25,1112.5103,12.22 - 12.78,1,2600.0,-,-,0.0,1112.5103,12.57,5140.0,00:01.0,0.0,5140.0,00:01.0,12.57,,,#DIV/0!,[],[]
463,463,,0.36,6.12,970.6341,11.60 - 12.00,1,2600.0,-,-,0.0,970.6341,11.93,5250.0,00:01.0,0.0,5250.0,00:01.0,11.93,,,#DIV/0!,[],[]
464,464,,0.33,5.54,1050.6025,11.57 - 12.11,1,2600.0,-,-,0.0,1050.6025,11.9,5170.0,00:01.0,0.0,5170.0,00:01.0,11.9,,,#DIV/0!,[],[]
465,465,,0.4,7.16,798.6483,11.17 - 11.58,1,2600.0,-,-,0.0,798.6483,11.36,5190.0,00:01.0,0.0,5190.0,00:01.0,11.36,,,#DIV/0!,['Hexosyl ceramide (t40:1)'],[]
466,466,,0.36,6.03,1554.2267,11.06 - 11.31,1,2600.0,-,-,0.0,1554.2267,11.24,5160.0,00:01.0,0.0,5160.0,00:01.0,11.24,,,#DIV/0!,[],[]
467,467,,0.43,9.22,718.5361,10.17 - 10.32,1,2600.0,-,-,0.0,718.5361,10.21,5260.0,00:01.0,0.0,5260.0,00:01.0,10.21,,,#DIV/0!,"['Phosphatidylcholine (31:0)' 'Phosphatidylethanolamine (34:0)'
 'Hexosyl ceramide (d36:5)']",['Ceramide phosphate (d38:1)']
468,468,,0.46,10.28,528.3088,1.96 - 2.42,1,2600.0,-,-,0.0,528.3088,2.22,5130.0,00:01.0,0.0,5130.0,00:01.0,2.22,,,#DIV/0!,['Lysophosphatidylethanolamine (22:4)'],[]
469,469,,0.44,8.28,452.2778,1.30 - 2.22,1,2600.0,-,-,0.0,452.2778,2.15,5140.0,00:01.0,0.0,5140.0,00:01.0,2.15,,,#DIV/0!,"['Lysophosphatidylcholine (13:0)' 'Lysophosphatidylethanolamine (16:0)'
 'Phosphatidylethanolamine (O-16:0)']",[]
470,470,,0.38,6.48,794.6036,11.97 - 12.53,1,2500.0,-,-,0.0,794.6036,12.14,5090.0,00:01.0,0.0,5090.0,00:01.0,12.14,,,#DIV/0!,"['Lysophosphatidylcholine (38:4)' 'Phosphatidylcholine (O-38:4)'
 'Phosphatidylethanolamine (O-41:4)']",[]
471,471,,0.42,7.86,892.6493,11.85 - 12.16,1,2500.0,-,-,0.0,892.6493,12.0,5020.0,00:01.0,0.0,5020.0,00:01.0,12.0,,,#DIV/0!,['Phosphatidylserine (O-45:5)'],"['Phosphatidylcholine (O-42:6)' 'Phosphatidylethanolamine (O-45:6)'
 'Hexosyl ceramide (t44:5)']"
472,472,,0.39,7.29,1210.5977,11.29 - 11.64,1,2500.0,-,-,0.0,1210.5977,11.44,5080.0,00:01.0,0.0,5080.0,00:01.0,11.44,,,#DIV/0!,[],[]
473,473,,0.41,8.02,1128.4558,7.46 - 7.72,1,2500.0,-,-,0.0,1128.4558,7.61,4980.0,00:01.0,0.0,4980.0,00:01.0,7.61,,,#DIV/0!,[],[]
474,474,,0.3,5.49,608.2538,6.05 - 6.34,1,2500.0,-,-,0.0,608.2538,6.18,5020.0,00:01.0,0.0,5020.0,00:01.0,6.18,,,#DIV/0!,[],[]
475,475,,0.42,9.14,518.141,2.53 - 3.90,1,2500.0,-,-,0.0,518.141,3.84,4930.0,00:01.0,0.0,4930.0,00:01.0,3.84,,,#DIV/0!,[],[]
476,476,,0.33,5.34,899.4832,7.04 - 7.29,1,2400.0,-,-,0.0,899.4832,7.11,4870.0,00:01.0,0.0,4870.0,00:01.0,7.11,,,#DIV/0!,['Phosphatidylglycerophosphate (40:7)'],['Phosphatidylinositol (36:6)']
477,477,,0.38,6.2,905.62,6.75 - 7.54,1,2400.0,-,-,0.0,905.62,6.95,4830.0,00:01.0,0.0,4830.0,00:01.0,6.95,,,#DIV/0!,"['Phosphatidylglycerol (46:6)' 'Phosphatidylinositol (39:1)'
 'Bismonoacylglycerolphosphate (46:6)']",['Phosphatidate (48:6)']
478,478,,0.43,9.38,736.4898,6.48 - 7.02,1,2400.0,-,-,0.0,736.4898,6.76,4750.0,00:01.0,0.0,4750.0,00:01.0,6.76,,,#DIV/0!,['Phosphatidylcholine (33:5)' 'Phosphatidylethanolamine (36:5)'],['Ceramide phosphate (d40:6)']
479,479,,0.41,7.85,553.3357,5.62 - 6.34,1,2400.0,-,-,0.0,553.3357,6.24,4830.0,00:01.0,0.0,4830.0,00:01.0,6.24,,,#DIV/0!,[],[]
480,480,,0.45,9.23,514.2731,6.11 - 6.37,1,2400.0,-,-,0.0,514.2731,6.22,4860.0,00:01.0,0.0,4860.0,00:01.0,6.22,,,#DIV/0!,[],['Lysophosphatidylserine (O-15:0)']
481,481,,0.37,6.0,859.5265,4.54 - 5.94,1,2400.0,-,-,0.0,859.5265,5.36,4770.0,00:01.0,0.0,4770.0,00:01.0,5.36,,,#DIV/0!,['Phosphatidylinositol (36:3)'],[]
482,482,,0.38,6.32,886.6053,4.68 - 7.01,1,2400.0,-,-,0.0,886.6053,5.02,4790.0,00:01.0,0.0,4790.0,00:01.0,5.02,,,#DIV/0!,[],['Phosphatidylcholine (O-42:9)']
483,483,,0.42,8.96,1480.0212,16.51 - 16.71,1,2300.0,-,-,0.0,1480.0212,16.6,4510.0,00:01.0,0.0,4510.0,00:01.0,16.6,,,#DIV/0!,[],[]
484,484,,0.41,8.01,926.6898,13.47 - 13.98,1,2300.0,-,-,0.0,926.6898,13.78,4650.0,00:01.0,0.0,4650.0,00:01.0,13.78,,,#DIV/0!,['Phosphatidylserine (46:2)'],['Phosphatidylcholine (43:3)' 'Phosphatidylethanolamine (46:3)']
485,485,,0.42,8.65,842.5791,13.45 - 13.89,1,2300.0,-,-,0.0,842.5791,13.7,4540.0,00:01.0,0.0,4540.0,00:01.0,13.7,,,#DIV/0!,['Phosphatidylethanolamine (44:8)'],[]
486,486,,0.35,5.43,1144.6289,12.63 - 13.07,1,2300.0,-,-,0.0,1144.6289,12.9,4690.0,00:01.0,0.0,4690.0,00:01.0,12.9,,,#DIV/0!,[],[]
487,487,,0.36,5.62,1074.6094,11.80 - 12.03,1,2300.0,-,-,0.0,1074.6094,11.91,4590.0,00:01.0,0.0,4590.0,00:01.0,11.91,,,#DIV/0!,[],[]
488,488,,0.37,6.03,809.6697,11.45 - 11.72,1,2300.0,-,-,0.0,809.6697,11.57,4550.0,00:01.0,0.0,4550.0,00:01.0,11.57,,,#DIV/0!,['Triacylglycerol (49:5)'],['Monoalkylmonoacylglycerol (O-48:7)']
489,489,,0.33,5.37,1550.1102,8.38 - 8.55,1,2300.0,-,-,0.0,1550.1102,8.48,4520.0,00:01.0,0.0,4520.0,00:01.0,8.48,,,#DIV/0!,[],[]
490,490,,0.41,7.52,886.6008,7.10 - 7.58,1,2300.0,-,-,0.0,886.6008,7.32,4540.0,00:01.0,0.0,4540.0,00:01.0,7.32,,,#DIV/0!,[],['Phosphatidylcholine (O-42:9)']
491,491,,0.41,7.41,645.4481,6.88 - 7.30,1,2300.0,-,-,0.0,645.4481,7.0,4630.0,00:01.0,0.0,4630.0,00:01.0,7.0,,,#DIV/0!,['Phosphatidate (32:1)'],[]
492,492,,0.37,5.61,806.5438,6.84 - 7.61,1,2300.0,-,-,0.0,806.5438,6.93,4560.0,00:01.0,0.0,4560.0,00:01.0,6.93,,,#DIV/0!,['Phosphatidylserine (O-39:6)' 'Sulfohexosyl ceramide (d36:1)'],['Phosphatidylcholine (O-36:7)' 'Phosphatidylethanolamine (O-39:7)']
493,493,,0.41,7.37,965.5137,6.55 - 6.90,1,2300.0,-,-,0.0,965.5137,6.66,4520.0,00:01.0,0.0,4520.0,00:01.0,6.66,,,#DIV/0!,['Phosphatidylinositol monophosphate (38:4)'],[]
494,494,,0.42,9.2,482.1642,2.62 - 3.91,1,2300.0,-,-,0.0,482.1642,3.84,4600.0,00:01.0,0.0,4600.0,00:01.0,3.84,,,#DIV/0!,[],[]
495,495,,0.44,8.48,283.2632,3.74 - 5.01,1,2300.0,-,-,0.0,283.2632,3.79,4670.0,00:01.0,0.0,4670.0,00:01.0,3.79,,,#DIV/0!,['octadecanoate'],[]
496,496,,0.4,6.99,1477.9993,16.67 - 16.81,1,2200.0,-,-,0.0,1477.9993,16.75,4490.0,00:01.0,0.0,4490.0,00:01.0,16.75,,,#DIV/0!,[],[]
497,497,,0.42,8.38,848.6743,13.50 - 13.94,1,2200.0,-,-,0.0,848.6743,13.76,4370.0,00:01.0,0.0,4370.0,00:01.0,13.76,,,#DIV/0!,[],['Phosphatidylcholine (O-38:0)' 'Phosphatidylethanolamine (O-41:0)']
498,498,,0.41,7.85,844.6884,12.80 - 13.23,1,2200.0,-,-,0.0,844.6884,13.02,4400.0,00:01.0,0.0,4400.0,00:01.0,13.02,,,#DIV/0!,['Phosphatidylcholine (40:0)' 'Phosphatidylethanolamine (43:0)'],['Hexosyl ceramide (d41:0)']
499,499,,0.39,6.34,1129.6193,11.22 - 11.42,1,2200.0,-,-,0.0,1129.6193,11.3,4400.0,00:01.0,0.0,4400.0,00:01.0,11.3,,,#DIV/0!,[],[]
500,500,,0.39,7.28,814.535,11.11 - 11.37,1,2200.0,-,-,0.0,814.535,11.21,4350.0,00:01.0,0.0,4350.0,00:01.0,11.21,,,#DIV/0!,['Phosphatidylethanolamine (42:8)'],[]
501,501,,0.41,8.04,940.5635,10.57 - 10.97,1,2200.0,-,-,0.0,940.5635,10.92,4330.0,00:01.0,0.0,4330.0,00:01.0,10.92,,,#DIV/0!,['Sulfodihexosyl ceramide (d34:1)'],[]
502,502,,0.37,5.57,844.4832,7.55 - 7.84,1,2200.0,-,-,0.0,844.4832,7.69,4490.0,00:01.0,0.0,4490.0,00:01.0,7.69,,,#DIV/0!,[],['Sulfohexosyl ceramide (d36:5)']
503,503,,0.39,7.37,882.4835,7.34 - 7.65,1,2200.0,-,-,0.0,882.4835,7.52,4470.0,00:01.0,0.0,4470.0,00:01.0,7.52,,,#DIV/0!,[],[]
504,504,,0.33,5.41,981.5052,6.89 - 7.51,1,2200.0,-,-,0.0,981.5052,7.25,4350.0,00:01.0,0.0,4350.0,00:01.0,7.25,,,#DIV/0!,[],[]
505,505,,0.39,7.38,824.5405,6.28 - 6.86,1,2200.0,-,-,0.0,824.5405,6.42,4370.0,00:01.0,0.0,4370.0,00:01.0,6.42,,,#DIV/0!,['Phosphatidylserine (39:4)'],"['Phosphatidylcholine (36:5)' 'Phosphatidylethanolamine (39:5)'
 'Dihexosyl ceramide (d28:0)']"
506,506,,0.46,9.68,530.2658,6.07 - 6.30,1,2200.0,-,-,0.0,530.2658,6.24,4430.0,00:01.0,0.0,4430.0,00:01.0,6.24,,,#DIV/0!,[],[]
507,507,,0.45,8.67,549.3546,6.14 - 6.30,1,2200.0,-,-,0.0,549.3546,6.22,4350.0,00:01.0,0.0,4350.0,00:01.0,6.22,,,#DIV/0!,['Phosphatidate (25:0)'],[]
508,508,,0.42,9.08,520.1379,2.59 - 3.91,1,2200.0,-,-,0.0,520.1379,3.84,4320.0,00:01.0,0.0,4320.0,00:01.0,3.84,,,#DIV/0!,[],[]
509,509,,0.42,8.77,1114.9106,17.37 - 17.51,1,2100.0,-,-,0.0,1114.9106,17.43,4200.0,00:01.0,0.0,4200.0,00:01.0,17.43,,,#DIV/0!,['Phosphatidylcholine (60:5)'],[]
510,510,,0.4,7.03,1134.9094,16.17 - 16.29,1,2100.0,-,-,0.0,1134.9094,16.23,4140.0,00:01.0,0.0,4140.0,00:01.0,16.23,,,#DIV/0!,[],['Phosphatidylcholine (58:4)']
511,511,,0.42,8.43,944.7299,14.81 - 15.12,1,2100.0,-,-,0.0,944.7299,15.01,4130.0,00:01.0,0.0,4130.0,00:01.0,15.01,,,#DIV/0!,['Phosphatidylserine (47:0)'],['Phosphatidylcholine (44:1)' 'Phosphatidylethanolamine (47:1)']
512,512,,0.38,6.61,1056.5675,13.47 - 13.88,1,2100.0,-,-,0.0,1056.5675,13.67,4140.0,00:01.0,0.0,4140.0,00:01.0,13.67,,,#DIV/0!,[],[]
513,513,,0.4,6.97,983.6179,11.14 - 11.45,1,2100.0,-,-,0.0,983.6179,11.35,4270.0,00:01.0,0.0,4270.0,00:01.0,11.35,,,#DIV/0!,[],['Phosphatidylinositol (O-43:6)']
514,514,,0.37,6.12,766.5237,7.55 - 7.61,1,2100.0,-,-,0.0,766.5237,7.58,4160.0,00:01.0,0.0,4160.0,00:01.0,7.58,,,#DIV/0!,[],['Phosphatidylserine (O-32:0)']
515,515,,0.4,7.09,800.5424,6.86 - 7.24,1,2100.0,-,-,0.0,800.5424,6.98,4140.0,00:01.0,0.0,4140.0,00:01.0,6.98,,,#DIV/0!,['Phosphatidylserine (37:2)'],['Phosphatidylcholine (34:3)' 'Phosphatidylethanolamine (37:3)']
516,516,,0.45,9.0,467.3259,6.10 - 6.30,1,2100.0,-,-,0.0,467.3259,6.24,4270.0,00:01.0,0.0,4270.0,00:01.0,6.24,,,#DIV/0!,[],[]
517,517,,0.39,7.03,860.5367,5.77 - 6.16,1,2100.0,-,-,0.0,860.5367,5.93,4250.0,00:01.0,0.0,4250.0,00:01.0,5.93,,,#DIV/0!,['Phosphatidylserine (42:7)'],['Phosphatidylethanolamine (42:8)']
518,518,,0.37,6.1,770.5326,4.68 - 5.59,1,2100.0,-,-,0.0,770.5326,5.22,4280.0,00:01.0,0.0,4280.0,00:01.0,5.22,,,#DIV/0!,['Phosphatidylserine (O-36:3)'],"['Lysophosphatidylethanolamine (36:4)' 'Phosphatidylcholine (O-33:4)'
 'Phosphatidylethanolamine (O-36:4)' 'Hexosyl ceramide (t35:3)']"
519,519,,0.45,8.53,437.943,0.64 - 1.68,1,2100.0,-,-,0.0,437.943,1.31,4240.0,00:01.0,0.0,4240.0,00:01.0,1.31,,,#DIV/0!,[],[]
520,520,,0.42,8.83,1430.0092,16.62 - 16.76,1,2000.0,-,-,0.0,1430.0092,16.7,4050.0,00:01.0,0.0,4050.0,00:01.0,16.7,,,#DIV/0!,[],[]
521,521,,0.4,7.15,1447.9647,15.90 - 16.05,1,2000.0,-,-,0.0,1447.9647,15.95,4100.0,00:01.0,0.0,4100.0,00:01.0,15.95,,,#DIV/0!,[],[]
522,522,,0.4,6.77,913.6978,14.47 - 14.75,1,2000.0,-,-,0.0,913.6978,14.62,3960.0,00:01.0,0.0,3960.0,00:01.0,14.62,,,#DIV/0!,"['Phosphatidate (O-53:7)' 'Phosphatidylglycerol (46:2)'
 'Bismonoacylglycerolphosphate (46:2)']",['Phosphatidate (48:2)' 'Monoalkyldiacylglycerol (O-55:11)']
523,523,,0.41,8.23,798.637,14.02 - 14.43,1,2000.0,-,-,0.0,798.637,14.21,4070.0,00:01.0,0.0,4070.0,00:01.0,14.21,,,#DIV/0!,"['Phosphatidylcholine (O-38:2)' 'Phosphatidylethanolamine (O-41:2)'
 'Hexosyl ceramide (t40:1)']",[]
524,524,,0.38,6.02,906.6823,12.57 - 12.95,1,2000.0,-,-,0.0,906.6823,12.85,4010.0,00:01.0,0.0,4010.0,00:01.0,12.85,,,#DIV/0!,[],['Phosphatidylserine (O-42:0)']
525,525,,0.4,7.09,884.6367,12.23 - 12.50,1,2000.0,-,-,0.0,884.6367,12.34,3910.0,00:01.0,0.0,3910.0,00:01.0,12.34,,,#DIV/0!,['Phosphatidylserine (43:2)'],['Phosphatidylcholine (40:3)' 'Phosphatidylethanolamine (43:3)']
526,526,,0.4,7.23,1020.6527,11.96 - 12.27,1,2000.0,-,-,0.0,1020.6527,12.17,3940.0,00:01.0,0.0,3940.0,00:01.0,12.17,,,#DIV/0!,['Ganglioside Gb3 (d34:2)'],[]
527,527,,0.41,7.3,908.5562,11.58 - 11.81,1,2000.0,-,-,0.0,908.5562,11.72,4010.0,00:01.0,0.0,4010.0,00:01.0,11.72,,,#DIV/0!,[],['Phosphatidylserine (42:6)']
528,528,,0.4,7.09,960.5876,11.58 - 11.75,1,2000.0,-,-,0.0,960.5876,11.66,4050.0,00:01.0,0.0,4050.0,00:01.0,11.66,,,#DIV/0!,[],['Phosphatidylserine (46:8)']
529,529,,0.42,8.32,636.5542,10.41 - 10.77,1,2000.0,-,-,0.0,636.5542,10.57,4070.0,00:01.0,0.0,4070.0,00:01.0,10.57,,,#DIV/0!,[],['Ceramide (d38:2)']
530,530,,0.31,5.33,859.5286,7.18 - 7.47,1,2000.0,-,-,0.0,859.5286,7.37,4070.0,00:01.0,0.0,4070.0,00:01.0,7.37,,,#DIV/0!,['Phosphatidylinositol (36:3)'],[]
531,531,,0.43,8.99,856.5254,7.09 - 7.24,1,2000.0,-,-,0.0,856.5254,7.15,4060.0,00:01.0,0.0,4060.0,00:01.0,7.15,,,#DIV/0!,[],['Phosphatidylserine (38:4)']
532,532,,0.4,7.19,1221.777,6.86 - 7.47,1,2000.0,-,-,0.0,1221.777,6.9,3950.0,00:01.0,0.0,3950.0,00:01.0,6.9,,,#DIV/0!,['Ganglioside GM3 (d39:1)'],['Phosphatidylglycerophosphate (60:9)']
533,533,,0.42,8.2,804.527,6.35 - 6.61,1,2000.0,-,-,0.0,804.527,6.48,4030.0,00:01.0,0.0,4030.0,00:01.0,6.48,,,#DIV/0!,['Phosphatidylserine (O-39:7)' 'Sulfohexosyl ceramide (d36:2)'],[]
534,534,,0.35,5.4,570.2835,1.40 - 1.72,1,2000.0,-,-,0.0,570.2835,1.63,4080.0,00:01.0,0.0,4080.0,00:01.0,1.63,,,#DIV/0!,['Lysophosphatidylserine (22:5)'],['Lysophosphatidylethanolamine (22:6)']
535,535,,0.37,6.17,1475.9894,16.41 - 16.62,1,1900.0,-,-,0.0,1475.9894,16.5,3740.0,00:01.0,0.0,3740.0,00:01.0,16.5,,,#DIV/0!,[],[]
536,536,,0.37,6.04,1449.9724,16.43 - 16.54,1,1900.0,-,-,0.0,1449.9724,16.48,3770.0,00:01.0,0.0,3770.0,00:01.0,16.48,,,#DIV/0!,['Ganglioside GM3 (d56:6)'],[]
537,537,,0.42,8.2,1054.8042,15.33 - 15.57,1,1900.0,-,-,0.0,1054.8042,15.47,3760.0,00:01.0,0.0,3760.0,00:01.0,15.47,,,#DIV/0!,[],[]
538,538,,0.42,8.29,684.605,13.48 - 13.93,1,1900.0,-,-,0.0,684.605,13.69,3770.0,00:01.0,0.0,3770.0,00:01.0,13.69,,,#DIV/0!,[],['Ceramide (t40:0)']
539,539,,0.41,7.04,1102.6553,12.74 - 13.01,1,1900.0,-,-,0.0,1102.6553,12.86,3710.0,00:01.0,0.0,3710.0,00:01.0,12.86,,,#DIV/0!,[],[]
540,540,,0.34,5.31,1190.5281,12.29 - 12.69,1,1900.0,-,-,0.0,1190.5281,12.45,3740.0,00:01.0,0.0,3740.0,00:01.0,12.45,,,#DIV/0!,[],[]
541,541,,0.4,6.77,848.541,7.69 - 7.91,1,1900.0,-,-,0.0,848.541,7.76,3770.0,00:01.0,0.0,3770.0,00:01.0,7.76,,,#DIV/0!,['Phosphatidylserine (41:6)'],['Phosphatidylcholine (38:7)']
542,542,,0.44,8.53,464.0732,2.63 - 3.22,1,1900.0,-,-,0.0,464.0732,3.15,3820.0,00:01.0,0.0,3820.0,00:01.0,3.15,,,#DIV/0!,[],[]
543,543,,0.44,8.62,522.2828,1.49 - 1.91,1,1900.0,-,-,0.0,522.2828,1.72,3850.0,00:01.0,0.0,3850.0,00:01.0,1.72,,,#DIV/0!,['Lysophosphatidylserine (18:1)' 'Phosphatidylserine (O-18:1)'],['Lysophosphatidylethanolamine (18:2)']
544,544,,0.39,6.93,666.6018,12.94 - 13.43,1,1800.0,-,-,0.0,666.6018,13.27,3690.0,00:01.0,0.0,3690.0,00:01.0,13.27,,,#DIV/0!,[],['Ceramide (d40:1)']
545,545,,0.37,5.61,1086.6627,12.94 - 13.37,1,1800.0,-,-,0.0,1086.6627,13.25,3520.0,00:01.0,0.0,3520.0,00:01.0,13.25,,,#DIV/0!,[],[]
546,546,,0.37,5.85,998.6266,12.69 - 12.98,1,1800.0,-,-,0.0,998.6266,12.92,3560.0,00:01.0,0.0,3560.0,00:01.0,12.92,,,#DIV/0!,[],[]
547,547,,0.39,7.04,1102.6554,12.53 - 13.00,1,1800.0,-,-,0.0,1102.6554,12.61,3520.0,00:01.0,0.0,3520.0,00:01.0,12.61,,,#DIV/0!,[],[]
