level_0,index,Peptide,Quality,Significance (-10lgP),m/z,RT range,z,Avg. Area,LIVER_N50_neg m/z,LIVER_N50_neg RT mean,LIVER_N50_neg Normalized Area,LIVER_N01_neg m/z,LIVER_N01_neg RT mean,LIVER_N01_neg Normalized Area,Sample Profile (Ratio),protein Normalized Area,control Normalized Area,Group Profile (Ratio),RT mean,Accession,PTM,Ratio N50/N01,[M-H]-,[M+HCOO]-
97,97,,0.69,6.48,857.673,10.86 - 12.17,1,150000.0,857.673,11.33,294000.0,-,-,0.0,1.00:0,294000.0,0.0,1.00:0,11.33,,,#DIV/0!,['Triacylglycerol (53:9)'],['Sphingomyelin (d42:2)']
98,98,,0.69,6.42,780.5519,8.90 - 10.28,1,150000.0,780.5519,9.65,294000.0,-,-,0.0,1.00:0,294000.0,0.0,1.00:0,9.65,,,#DIV/0!,['Phosphatidylcholine (36:4)' 'Phosphatidylethanolamine (39:4)'],[]
99,99,,0.71,6.51,683.5259,11.08 - 12.04,1,150000.0,683.5259,11.58,291000.0,-,-,0.0,1.00:0,291000.0,0.0,1.00:0,11.58,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-39:7)']
100,100,,0.68,6.97,732.4945,6.29 - 7.80,1,140000.0,732.4945,7.76,289000.0,-,-,0.0,1.00:0,289000.0,0.0,1.00:0,7.76,,,#DIV/0!,['Phosphatidylethanolamine (O-37:7)'],[]
101,101,,0.68,6.97,584.5232,8.35 - 9.83,1,140000.0,584.5232,9.48,287000.0,-,-,0.0,1.00:0,287000.0,0.0,1.00:0,9.48,,,#DIV/0!,[],['Ceramide (d34:0)']
102,102,,0.68,6.49,761.5789,6.59 - 7.97,1,140000.0,761.5789,7.41,285000.0,-,-,0.0,1.00:0,285000.0,0.0,1.00:0,7.41,,,#DIV/0!,[],"['Phosphatidate (O-38:1)' 'Sphingomyelin (d35:1)'
 'Ceramide phosphoethanolamine (d38:1)']"
103,103,,0.67,7.04,953.23,7.80 - 8.65,1,140000.0,953.23,8.35,272000.0,-,-,0.0,1.00:0,272000.0,0.0,1.00:0,8.35,,,#DIV/0!,['Phosphatidylinositol trisphosphate (26:6)'],[]
104,104,,0.71,6.58,836.5344,6.33 - 8.69,1,130000.0,836.5344,7.43,264000.0,-,-,0.0,1.00:0,264000.0,0.0,1.00:0,7.43,,,#DIV/0!,[],[]
105,105,,0.68,6.89,894.5437,6.31 - 7.80,1,130000.0,894.5437,7.54,251000.0,-,-,0.0,1.00:0,251000.0,0.0,1.00:0,7.54,,,#DIV/0!,[],['Phosphatidylserine (41:6)']
106,106,,0.68,6.49,883.5319,6.41 - 7.28,1,120000.0,883.5319,7.01,244000.0,-,-,0.0,1.00:0,244000.0,0.0,1.00:0,7.01,,,#DIV/0!,['Phosphatidylinositol (38:5)'],[]
107,107,,0.66,7.34,720.4943,6.22 - 7.89,1,120000.0,720.4943,7.51,243000.0,-,-,0.0,1.00:0,243000.0,0.0,1.00:0,7.51,,,#DIV/0!,"['Lysophosphatidylethanolamine (36:6)' 'Phosphatidylcholine (O-33:6)'
 'Phosphatidylethanolamine (O-36:6)']",[]
108,108,,0.66,7.17,920.5592,6.74 - 8.23,1,120000.0,920.5592,7.67,239000.0,-,-,0.0,1.00:0,239000.0,0.0,1.00:0,7.67,,,#DIV/0!,[],[]
109,109,,0.73,6.36,836.5411,7.93 - 8.23,1,120000.0,836.5411,8.06,233000.0,-,-,0.0,1.00:0,233000.0,0.0,1.00:0,8.06,,,#DIV/0!,['Phosphatidylserine (40:5)'],['Phosphatidylcholine (37:6)' 'Phosphatidylethanolamine (40:6)']
110,110,,0.67,7.1,992.579,8.90 - 9.93,1,120000.0,992.579,9.52,231000.0,-,-,0.0,1.00:0,231000.0,0.0,1.00:0,9.52,,,#DIV/0!,[],[]
111,111,,0.59,7.48,786.562,8.10 - 8.65,1,120000.0,786.562,8.27,231000.0,-,-,0.0,1.00:0,231000.0,0.0,1.00:0,8.27,,,#DIV/0!,['Phosphatidylserine (O-37:2)'],['Phosphatidylcholine (O-34:3)' 'Phosphatidylethanolamine (O-37:3)']
112,112,,0.71,6.51,902.51,8.90 - 9.83,1,110000.0,902.51,9.35,230000.0,-,-,0.0,1.00:0,230000.0,0.0,1.00:0,9.35,,,#DIV/0!,[],['Phosphatidylserine (42:9)']
113,113,,0.65,7.4,650.4945,7.80 - 9.02,1,110000.0,650.4945,8.9,228000.0,-,-,0.0,1.00:0,228000.0,0.0,1.00:0,8.9,,,#DIV/0!,[],[]
114,114,,0.67,7.02,610.5385,9.60 - 10.62,1,110000.0,610.5385,10.42,225000.0,-,-,0.0,1.00:0,225000.0,0.0,1.00:0,10.42,,,#DIV/0!,[],['Ceramide (d36:1)']
115,115,,0.74,6.36,806.5894,9.44 - 10.17,1,110000.0,806.5894,9.83,225000.0,-,-,0.0,1.00:0,225000.0,0.0,1.00:0,9.83,,,#DIV/0!,[],['Phosphatidylcholine (34:0)' 'Phosphatidylethanolamine (37:0)']
116,116,,0.66,7.33,866.5883,7.34 - 8.69,1,110000.0,866.5883,8.14,224000.0,-,-,0.0,1.00:0,224000.0,0.0,1.00:0,8.14,,,#DIV/0!,['Phosphatidylserine (42:4)'],"['Phosphatidylcholine (39:5)' 'Phosphatidylethanolamine (42:5)'
 'Dihexosyl ceramide (d31:0)']"
117,117,,0.59,7.6,813.5456,5.33 - 8.65,1,110000.0,813.5456,6.88,224000.0,-,-,0.0,1.00:0,224000.0,0.0,1.00:0,6.88,,,#DIV/0!,[],[]
118,118,,0.66,7.09,710.5107,7.07 - 8.57,1,110000.0,710.5107,8.44,223000.0,-,-,0.0,1.00:0,223000.0,0.0,1.00:0,8.44,,,#DIV/0!,"['Lysophosphatidylcholine (32:4)' 'Phosphatidylcholine (O-32:4)'
 'Phosphatidylethanolamine (O-35:4)']",[]
119,119,,0.65,7.48,824.5421,5.51 - 7.16,1,110000.0,824.5421,6.75,220000.0,-,-,0.0,1.00:0,220000.0,0.0,1.00:0,6.75,,,#DIV/0!,['Phosphatidylserine (39:4)'],"['Phosphatidylcholine (36:5)' 'Phosphatidylethanolamine (39:5)'
 'Dihexosyl ceramide (d28:0)']"
120,120,,0.65,7.48,568.4919,6.99 - 8.27,1,100000.0,568.4919,8.14,204000.0,-,-,0.0,1.00:0,204000.0,0.0,1.00:0,8.14,,,#DIV/0!,[],['Ceramide (d33:1)']
121,121,,0.64,7.38,580.4921,6.52 - 8.31,1,100000.0,580.4921,7.67,201000.0,-,-,0.0,1.00:0,201000.0,0.0,1.00:0,7.67,,,#DIV/0!,[],['Ceramide (d34:2)']
122,122,,0.43,8.08,1173.2869,10.83 - 12.25,1,100000.0,1173.2869,12.09,200000.0,-,-,0.0,1.00:0,200000.0,0.0,1.00:0,12.09,,,#DIV/0!,[],[]
123,123,,0.68,6.9,880.5265,9.86 - 10.82,1,100000.0,880.5265,10.49,200000.0,-,-,0.0,1.00:0,200000.0,0.0,1.00:0,10.49,,,#DIV/0!,[],['Phosphatidylserine (40:6)']
124,124,,0.63,7.73,990.5633,7.63 - 9.27,1,100000.0,990.5633,8.98,200000.0,-,-,0.0,1.00:0,200000.0,0.0,1.00:0,8.98,,,#DIV/0!,[],[]
125,125,,0.71,6.61,911.5623,7.72 - 8.18,1,98000.0,911.5623,7.9,197000.0,-,-,0.0,1.00:0,197000.0,0.0,1.00:0,7.9,,,#DIV/0!,['Phosphatidylinositol (40:5)'],[]
126,126,,0.64,7.51,815.5507,6.20 - 7.59,1,96000.0,815.5507,7.01,192000.0,-,-,0.0,1.00:0,192000.0,0.0,1.00:0,7.01,,,#DIV/0!,[],[]
127,127,,0.7,6.35,913.5776,8.57 - 8.90,1,95000.0,913.5776,8.73,190000.0,-,-,0.0,1.00:0,190000.0,0.0,1.00:0,8.73,,,#DIV/0!,['Phosphatidylinositol (40:4)'],[]
128,128,,0.63,8.04,1101.2657,9.19 - 11.21,1,92000.0,1101.2657,9.4,183000.0,-,-,0.0,1.00:0,183000.0,0.0,1.00:0,9.4,,,#DIV/0!,[],[]
129,129,,0.69,6.55,859.5306,3.77 - 7.49,1,91000.0,859.5306,6.98,183000.0,-,-,0.0,1.00:0,183000.0,0.0,1.00:0,6.98,,,#DIV/0!,['Phosphatidylinositol (36:3)'],[]
130,130,,0.66,7.09,844.6035,9.19 - 10.37,1,88000.0,844.6035,9.81,177000.0,-,-,0.0,1.00:0,177000.0,0.0,1.00:0,9.81,,,#DIV/0!,['Phosphatidylserine (40:1)'],"['Phosphatidylcholine (37:2)' 'Phosphatidylethanolamine (40:2)'
 'Hexosyl ceramide (d42:7)']"
131,131,,0.68,6.97,297.2427,0.11 - 1.90,1,87000.0,297.2427,1.86,174000.0,-,-,0.0,1.00:0,174000.0,0.0,1.00:0,1.86,,,#DIV/0!,[],[]
132,132,,0.63,7.94,712.5256,8.52 - 10.06,1,86000.0,712.5256,9.19,173000.0,-,-,0.0,1.00:0,173000.0,0.0,1.00:0,9.19,,,#DIV/0!,['Phosphatidylcholine (O-32:3)' 'Phosphatidylethanolamine (O-35:3)'],[]
133,133,,0.7,6.48,862.5541,9.79 - 10.68,1,84000.0,862.5541,10.36,169000.0,-,-,0.0,1.00:0,169000.0,0.0,1.00:0,10.36,,,#DIV/0!,['Phosphatidylserine (42:6)'],['Phosphatidylethanolamine (42:7)']
134,134,,0.65,7.57,846.6198,10.08 - 11.24,1,83000.0,846.6198,10.53,167000.0,-,-,0.0,1.00:0,167000.0,0.0,1.00:0,10.53,,,#DIV/0!,['Phosphatidylserine (40:0)'],"['Phosphatidylcholine (37:1)' 'Phosphatidylethanolamine (40:1)'
 'Hexosyl ceramide (d42:6)']"
135,135,,0.63,7.84,728.5569,9.73 - 11.24,1,83000.0,728.5569,10.41,167000.0,-,-,0.0,1.00:0,167000.0,0.0,1.00:0,10.41,,,#DIV/0!,['Phosphatidylcholine (O-33:2)' 'Phosphatidylethanolamine (O-36:2)'],[]
136,136,,0.62,7.68,889.5793,8.77 - 9.52,1,83000.0,889.5793,9.06,167000.0,-,-,0.0,1.00:0,167000.0,0.0,1.00:0,9.06,,,#DIV/0!,['Phosphatidylinositol (38:2)'],[]
137,137,,0.63,7.73,796.5468,6.29 - 7.59,1,81000.0,796.5468,7.21,162000.0,-,-,0.0,1.00:0,162000.0,0.0,1.00:0,7.21,,,#DIV/0!,['Lysophosphatidylserine (38:4)' 'Phosphatidylserine (O-38:4)'],"['Lysophosphatidylethanolamine (38:5)' 'Phosphatidylcholine (O-35:5)'
 'Phosphatidylethanolamine (O-38:5)']"
138,138,,0.71,6.58,305.2473,2.91 - 3.70,1,79000.0,305.2473,3.49,159000.0,-,-,0.0,1.00:0,159000.0,0.0,1.00:0,3.49,,,#DIV/0!,['eicosatrienoate'],[]
139,139,,0.65,7.67,873.7064,12.87 - 14.00,1,79000.0,873.7064,13.28,158000.0,-,-,0.0,1.00:0,158000.0,0.0,1.00:0,13.28,,,#DIV/0!,['Triacylglycerol (54:8)'],['Sphingomyelin (d43:1)' 'Ceramide phosphoethanolamine (d46:1)']
140,140,,0.65,7.42,948.5907,8.35 - 9.40,1,79000.0,948.5907,9.1,158000.0,-,-,0.0,1.00:0,158000.0,0.0,1.00:0,9.1,,,#DIV/0!,[],[]
141,141,,0.66,7.25,711.5579,12.59 - 13.37,1,79000.0,711.5579,12.99,157000.0,-,-,0.0,1.00:0,157000.0,0.0,1.00:0,12.99,,,#DIV/0!,[],['Monoalkylmonoacylglycerol (O-41:7)']
142,142,,0.64,7.72,877.212,6.87 - 7.16,1,79000.0,877.212,7.0,157000.0,-,-,0.0,1.00:0,157000.0,0.0,1.00:0,7.0,,,#DIV/0!,[],[]
143,143,,0.59,7.56,904.5885,8.18 - 9.15,1,76000.0,904.5885,8.98,152000.0,-,-,0.0,1.00:0,152000.0,0.0,1.00:0,8.98,,,#DIV/0!,['Phosphatidylcholine (46:12)'],['Sulfohexosyl ceramide (d40:3)']
144,144,,0.65,7.48,681.5092,9.93 - 10.89,1,75000.0,681.5092,10.49,149000.0,-,-,0.0,1.00:0,149000.0,0.0,1.00:0,10.49,,,#DIV/0!,[],[]
145,145,,0.65,7.47,788.5775,8.94 - 9.60,1,74000.0,788.5775,9.31,148000.0,-,-,0.0,1.00:0,148000.0,0.0,1.00:0,9.31,,,#DIV/0!,['Phosphatidylserine (O-37:1)' 'Hexosyl ceramide (t40:6)'],['Phosphatidylcholine (O-34:2)' 'Phosphatidylethanolamine (O-37:2)']
146,146,,0.65,7.42,735.5579,11.49 - 12.86,1,73000.0,735.5579,12.38,146000.0,-,-,0.0,1.00:0,146000.0,0.0,1.00:0,12.38,,,#DIV/0!,[],"['Phosphatidate (O-36:0)' 'Sphingomyelin (d33:0)'
 'Ceramide phosphoethanolamine (d36:0)']"
147,147,,0.7,6.48,1018.5938,9.48 - 10.51,1,73000.0,1018.5938,9.96,145000.0,-,-,0.0,1.00:0,145000.0,0.0,1.00:0,9.96,,,#DIV/0!,[],[]
148,148,,0.65,7.33,822.5627,6.60 - 8.65,1,72000.0,822.5627,7.34,144000.0,-,-,0.0,1.00:0,144000.0,0.0,1.00:0,7.34,,,#DIV/0!,['Phosphatidylserine (O-40:5)'],['Phosphatidylcholine (O-37:6)' 'Phosphatidylethanolamine (O-40:6)']
149,149,,0.52,8.88,682.5905,12.76 - 14.00,1,71000.0,682.5905,13.31,142000.0,-,-,0.0,1.00:0,142000.0,0.0,1.00:0,13.31,,,#DIV/0!,[],['Ceramide (t40:1)']
150,150,,0.62,7.67,870.6189,9.48 - 10.66,1,71000.0,870.6189,9.97,142000.0,-,-,0.0,1.00:0,142000.0,0.0,1.00:0,9.97,,,#DIV/0!,['Phosphatidylserine (42:2)'],['Phosphatidylcholine (39:3)' 'Phosphatidylethanolamine (42:3)']
151,151,,0.6,7.53,964.5459,7.02 - 8.40,1,71000.0,964.5459,8.01,142000.0,-,-,0.0,1.00:0,142000.0,0.0,1.00:0,8.01,,,#DIV/0!,[],[]
152,152,,0.59,7.35,878.5105,8.73 - 9.81,1,71000.0,878.5105,9.48,141000.0,-,-,0.0,1.00:0,141000.0,0.0,1.00:0,9.48,,,#DIV/0!,[],['Phosphatidylserine (40:7)']
153,153,,0.59,7.45,772.5466,6.48 - 7.84,1,70000.0,772.5466,7.32,140000.0,-,-,0.0,1.00:0,140000.0,0.0,1.00:0,7.32,,,#DIV/0!,['Phosphatidylserine (O-36:2)'],['Phosphatidylcholine (O-33:3)' 'Phosphatidylethanolamine (O-36:3)']
154,154,,0.6,7.44,876.5725,5.96 - 7.76,1,69000.0,876.5725,7.13,137000.0,-,-,0.0,1.00:0,137000.0,0.0,1.00:0,7.13,,,#DIV/0!,['Phosphatidylserine (43:6)'],['Phosphatidylcholine (40:7)' 'Dihexosyl ceramide (d32:2)']
155,155,,0.65,7.57,838.5934,9.02 - 9.81,1,68000.0,838.5934,9.19,136000.0,-,-,0.0,1.00:0,136000.0,0.0,1.00:0,9.19,,,#DIV/0!,['Phosphatidylserine (O-41:4)'],"['Lysophosphatidylcholine (38:5)' 'Phosphatidylcholine (O-38:5)'
 'Phosphatidylethanolamine (O-41:5)']"
156,156,,0.59,7.17,762.5393,8.48 - 9.89,1,67000.0,762.5393,9.19,134000.0,-,-,0.0,1.00:0,134000.0,0.0,1.00:0,9.19,,,#DIV/0!,"['Lysophosphatidylcholine (36:6)' 'Phosphatidylcholine (O-36:6)'
 'Phosphatidylethanolamine (O-39:6)']",[]
157,157,,0.63,8.15,678.6027,12.24 - 13.44,1,67000.0,678.6027,12.94,133000.0,-,-,0.0,1.00:0,133000.0,0.0,1.00:0,12.94,,,#DIV/0!,[],['Ceramide (d41:2)']
158,158,,0.59,7.68,694.4788,5.97 - 7.45,1,65000.0,694.4788,7.17,129000.0,-,-,0.0,1.00:0,129000.0,0.0,1.00:0,7.17,,,#DIV/0!,"['Lysophosphatidylethanolamine (34:5)' 'Phosphatidylcholine (O-31:5)'
 'Phosphatidylethanolamine (O-34:5)']",[]
159,159,,0.66,7.26,441.2017,3.02 - 3.77,1,64000.0,441.2017,3.68,129000.0,-,-,0.0,1.00:0,129000.0,0.0,1.00:0,3.68,,,#DIV/0!,[],[]
160,160,,0.65,7.42,764.5566,9.40 - 10.61,1,64000.0,764.5566,10.1,128000.0,-,-,0.0,1.00:0,128000.0,0.0,1.00:0,10.1,,,#DIV/0!,"['Lysophosphatidylcholine (36:5)' 'Phosphatidylcholine (O-36:5)'
 'Phosphatidylethanolamine (O-39:5)']",[]
161,161,,0.64,7.5,773.5295,7.53 - 8.52,1,64000.0,773.5295,8.23,128000.0,-,-,0.0,1.00:0,128000.0,0.0,1.00:0,8.23,,,#DIV/0!,"['Phosphatidylglycerol (36:2)' 'Bismonoacylglycerolphosphate (36:2)'
 'Monohexosyldiacylglycerol (36:6)']",['Phosphatidate (38:2)']
162,162,,0.6,7.25,962.5324,6.38 - 7.80,1,63000.0,962.5324,7.54,126000.0,-,-,0.0,1.00:0,126000.0,0.0,1.00:0,7.54,,,#DIV/0!,[],[]
163,163,,0.61,7.84,519.3645,5.55 - 6.65,1,63000.0,519.3645,6.26,125000.0,-,-,0.0,1.00:0,125000.0,0.0,1.00:0,6.26,,,#DIV/0!,['Sphingomyelin (d21:1)' 'Ceramide phosphoethanolamine (d24:1)'],[]
164,164,,0.64,7.6,913.6598,11.59 - 12.60,1,60000.0,913.6598,12.11,121000.0,-,-,0.0,1.00:0,121000.0,0.0,1.00:0,12.11,,,#DIV/0!,['Phosphatidate (52:7)'],['Triacylglycerol (54:11)']
165,165,,0.63,7.74,824.5774,7.31 - 8.65,1,61000.0,824.5774,8.18,121000.0,-,-,0.0,1.00:0,121000.0,0.0,1.00:0,8.18,,,#DIV/0!,['Phosphatidylserine (O-40:4)'],['Phosphatidylcholine (O-37:5)' 'Phosphatidylethanolamine (O-40:5)']
166,166,,0.59,7.67,1006.5182,6.76 - 7.89,1,60000.0,1006.5182,7.59,119000.0,-,-,0.0,1.00:0,119000.0,0.0,1.00:0,7.59,,,#DIV/0!,[],[]
167,167,,0.61,7.83,712.4896,6.07 - 7.59,1,59000.0,712.4896,7.13,119000.0,-,-,0.0,1.00:0,119000.0,0.0,1.00:0,7.13,,,#DIV/0!,['Phosphatidylcholine (31:3)' 'Phosphatidylethanolamine (34:3)'],['Ceramide phosphate (d38:4)']
168,168,,0.64,7.83,927.677,12.25 - 13.18,1,59000.0,927.677,12.82,118000.0,-,-,0.0,1.00:0,118000.0,0.0,1.00:0,12.82,,,#DIV/0!,[],['Triacylglycerol (55:11)']
169,169,,0.62,7.55,733.542,10.96 - 12.11,1,58000.0,733.542,11.83,117000.0,-,-,0.0,1.00:0,117000.0,0.0,1.00:0,11.83,,,#DIV/0!,[],"['Phosphatidate (O-36:1)' 'Sphingomyelin (d33:1)'
 'Ceramide phosphoethanolamine (d36:1)']"
170,170,,0.61,7.72,554.4762,6.16 - 7.63,1,58000.0,554.4762,7.41,117000.0,-,-,0.0,1.00:0,117000.0,0.0,1.00:0,7.41,,,#DIV/0!,[],['Ceramide (d32:1)']
171,171,,0.62,7.77,948.5136,9.93 - 10.86,1,57000.0,948.5136,10.49,113000.0,-,-,0.0,1.00:0,113000.0,0.0,1.00:0,10.49,,,#DIV/0!,[],[]
172,172,,0.61,7.83,836.538,9.52 - 10.20,1,54000.0,836.538,9.86,107000.0,-,-,0.0,1.00:0,107000.0,0.0,1.00:0,9.86,,,#DIV/0!,['Phosphatidylserine (40:5)'],['Phosphatidylcholine (37:6)' 'Phosphatidylethanolamine (40:6)']
173,173,,0.61,7.64,733.5484,5.39 - 6.62,1,53000.0,733.5484,6.37,107000.0,-,-,0.0,1.00:0,107000.0,0.0,1.00:0,6.37,,,#DIV/0!,[],"['Phosphatidate (O-36:1)' 'Sphingomyelin (d33:1)'
 'Ceramide phosphoethanolamine (d36:1)']"
174,174,,0.54,8.13,832.5085,7.13 - 8.48,1,53000.0,832.5085,8.01,106000.0,-,-,0.0,1.00:0,106000.0,0.0,1.00:0,8.01,,,#DIV/0!,['Phosphatidylserine (40:7)'],['Phosphatidylethanolamine (40:8)']
175,175,,0.64,7.62,714.5413,9.48 - 10.70,1,52000.0,714.5413,10.2,105000.0,-,-,0.0,1.00:0,105000.0,0.0,1.00:0,10.2,,,#DIV/0!,['Phosphatidylcholine (O-32:2)' 'Phosphatidylethanolamine (O-35:2)'],[]
176,176,,0.58,8.23,988.5477,6.73 - 8.23,1,52000.0,988.5477,7.67,104000.0,-,-,0.0,1.00:0,104000.0,0.0,1.00:0,7.67,,,#DIV/0!,[],[]
177,177,,0.62,7.72,803.1946,5.63 - 5.90,1,51000.0,803.1946,5.75,103000.0,-,-,0.0,1.00:0,103000.0,0.0,1.00:0,5.75,,,#DIV/0!,[],[]
178,178,,0.62,7.8,820.5622,8.31 - 9.27,1,51000.0,820.5622,9.1,102000.0,-,-,0.0,1.00:0,102000.0,0.0,1.00:0,9.1,,,#DIV/0!,['Sulfohexosyl ceramide (d37:1)'],['Phosphatidylserine (O-36:1)' 'Hexosyl ceramide (t39:6)']
179,179,,0.59,7.3,770.5679,10.27 - 11.25,1,51000.0,770.5679,10.71,101000.0,-,-,0.0,1.00:0,101000.0,0.0,1.00:0,10.71,,,#DIV/0!,['Phosphatidylcholine (35:2)' 'Phosphatidylethanolamine (38:2)'],[]
180,180,,0.69,6.55,722.6661,15.06 - 15.47,1,50000.0,722.6661,15.25,100000.0,-,-,0.0,1.00:0,100000.0,0.0,1.00:0,15.25,,,#DIV/0!,[],['Ceramide (d44:1)']
181,181,,0.56,8.73,792.5282,6.81 - 7.76,1,50000.0,792.5282,7.26,100000.0,-,-,0.0,1.00:0,100000.0,0.0,1.00:0,7.26,,,#DIV/0!,['Phosphatidylserine (O-38:6)' 'Sulfohexosyl ceramide (d35:1)'],['Phosphatidylcholine (O-35:7)' 'Phosphatidylethanolamine (O-38:7)']
182,182,,0.51,9.62,760.5461,6.72 - 8.10,1,50000.0,760.5461,7.72,99900.0,-,-,0.0,1.00:0,99900.0,0.0,1.00:0,7.72,,,#DIV/0!,['Phosphatidylserine (O-35:1)'],['Phosphatidylcholine (O-32:2)' 'Phosphatidylethanolamine (O-35:2)']
183,183,,0.58,7.77,782.5305,5.62 - 7.08,1,49000.0,782.5305,6.81,98500.0,-,-,0.0,1.00:0,98500.0,0.0,1.00:0,6.81,,,#DIV/0!,['Phosphatidylserine (O-37:4)'],"['Lysophosphatidylcholine (34:5)' 'Phosphatidylcholine (O-34:5)'
 'Phosphatidylethanolamine (O-37:5)']"
184,184,,0.6,7.44,817.6425,10.20 - 11.17,1,49000.0,817.6425,10.68,98200.0,-,-,0.0,1.00:0,98200.0,0.0,1.00:0,10.68,,,#DIV/0!,['Triacylglycerol (50:8)'],"['Phosphatidate (O-42:1)' 'Sphingomyelin (d39:1)'
 'Ceramide phosphoethanolamine (d42:1)']"
185,185,,0.6,7.82,272.0307,18.52 - 20.28,1,47000.0,272.0307,19.55,94600.0,-,-,0.0,1.00:0,94600.0,0.0,1.00:0,19.55,,,#DIV/0!,[],[]
186,186,,0.58,8.57,784.5465,6.48 - 7.59,1,47000.0,784.5465,7.23,94100.0,-,-,0.0,1.00:0,94100.0,0.0,1.00:0,7.23,,,#DIV/0!,['Phosphatidylserine (O-37:3)'],"['Lysophosphatidylcholine (34:4)' 'Phosphatidylcholine (O-34:4)'
 'Phosphatidylethanolamine (O-37:4)']"
187,187,,0.62,7.85,879.2112,6.85 - 7.20,1,47000.0,879.2112,7.0,93700.0,-,-,0.0,1.00:0,93700.0,0.0,1.00:0,7.0,,,#DIV/0!,['Phosphatidylinositol trisphosphate (20:1)'],[]
188,188,,0.61,7.92,652.587,12.11 - 13.01,1,47000.0,652.587,12.73,93400.0,-,-,0.0,1.00:0,93400.0,0.0,1.00:0,12.73,,,#DIV/0!,[],['Ceramide (d39:1)']
189,189,,0.64,7.7,720.6285,14.08 - 14.65,1,46000.0,720.6285,14.51,92600.0,-,-,0.0,1.00:0,92600.0,0.0,1.00:0,14.51,,,#DIV/0!,['Ceramide (d48:7)'],[]
190,190,,0.56,8.37,846.5756,8.98 - 9.76,1,46000.0,846.5756,9.52,92500.0,-,-,0.0,1.00:0,92500.0,0.0,1.00:0,9.52,,,#DIV/0!,[],[]
191,191,,0.55,8.02,877.2128,5.50 - 7.39,1,46000.0,877.2128,6.3,91800.0,-,-,0.0,1.00:0,91800.0,0.0,1.00:0,6.3,,,#DIV/0!,[],[]
192,192,,0.59,7.3,546.187,5.55 - 6.65,1,46000.0,546.187,6.25,91600.0,-,-,0.0,1.00:0,91600.0,0.0,1.00:0,6.25,,,#DIV/0!,[],[]
193,193,,0.53,9.83,1247.3064,12.23 - 13.32,1,45000.0,1247.3064,13.14,90300.0,-,-,0.0,1.00:0,90300.0,0.0,1.00:0,13.14,,,#DIV/0!,[],[]
194,194,,0.6,7.73,656.5743,12.77 - 13.67,1,45000.0,656.5743,13.29,89800.0,-,-,0.0,1.00:0,89800.0,0.0,1.00:0,13.29,,,#DIV/0!,[],['Ceramide (t38:0)']
195,195,,0.59,7.58,758.5304,5.77 - 7.33,1,45000.0,758.5304,6.92,89700.0,-,-,0.0,1.00:0,89700.0,0.0,1.00:0,6.92,,,#DIV/0!,['Phosphatidylserine (O-35:2)'],['Phosphatidylcholine (O-32:3)' 'Phosphatidylethanolamine (O-35:3)']
196,196,,0.64,7.6,636.3473,1.91 - 3.09,1,45000.0,636.3473,2.93,89700.0,-,-,0.0,1.00:0,89700.0,0.0,1.00:0,2.93,,,#DIV/0!,[],['Phosphatidylserine (O-23:2)']
197,197,,0.58,8.27,808.5455,5.98 - 7.43,1,44000.0,808.5455,7.13,88200.0,-,-,0.0,1.00:0,88200.0,0.0,1.00:0,7.13,,,#DIV/0!,['Phosphatidylserine (O-39:5)'],"['Lysophosphatidylcholine (36:6)' 'Phosphatidylcholine (O-36:6)'
 'Phosphatidylethanolamine (O-39:6)']"
198,198,,0.62,7.92,930.5421,9.82 - 10.70,1,43000.0,930.5421,10.38,86900.0,-,-,0.0,1.00:0,86900.0,0.0,1.00:0,10.38,,,#DIV/0!,[],['Phosphatidylserine (44:9)']
199,199,,0.53,9.35,1008.5349,7.97 - 8.73,1,43000.0,1008.5349,8.38,85800.0,-,-,0.0,1.00:0,85800.0,0.0,1.00:0,8.38,,,#DIV/0!,[],[]
200,200,,0.6,7.72,803.6252,9.35 - 10.17,1,43000.0,803.6252,9.93,85500.0,-,-,0.0,1.00:0,85500.0,0.0,1.00:0,9.93,,,#DIV/0!,['Triacylglycerol (49:8)'],"['Phosphatidate (O-41:1)' 'Sphingomyelin (d38:1)'
 'Ceramide phosphoethanolamine (d41:1)']"
201,201,,0.61,7.52,400.1465,2.59 - 3.96,1,43000.0,400.1465,3.79,85300.0,-,-,0.0,1.00:0,85300.0,0.0,1.00:0,3.79,,,#DIV/0!,[],['Phosphatidylcholine (5:0)' 'Phosphatidylethanolamine (8:0)']
202,202,,0.45,8.08,774.5398,8.65 - 9.35,1,42000.0,774.5398,9.19,84900.0,-,-,0.0,1.00:0,84900.0,0.0,1.00:0,9.19,,,#DIV/0!,['Phosphatidylcholine (O-37:7)' 'Phosphatidylethanolamine (O-40:7)'],[]
203,203,,0.64,7.73,953.5325,7.67 - 7.97,1,42000.0,953.5325,7.8,84900.0,-,-,0.0,1.00:0,84900.0,0.0,1.00:0,7.8,,,#DIV/0!,['Phosphatidylglycerophosphate (44:8)'],['Phosphatidylinositol (40:7)']
204,204,,0.54,8.75,834.5613,6.38 - 8.10,1,42000.0,834.5613,7.25,84800.0,-,-,0.0,1.00:0,84800.0,0.0,1.00:0,7.25,,,#DIV/0!,['Phosphatidylserine (O-41:6)'],['Phosphatidylcholine (O-38:7)' 'Phosphatidylethanolamine (O-41:7)']
