"LTPProtein	ProteinDomain	FullIdentityOfLipid	Lipid	Screen	Intensity	Adduct	TotalCarbonChainLength	TotalCarbonChainUnsaturations	IonMode	mz	MeanOfRetentionTime	MinimumOfRetentionTime	MaximumOfRetentionTime	LipidAmbiguity	LikelySubclass";;;;
"LCN15	lipocalin	[M-H]-: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	26000	[M-H]-	32	2	neg	717.4709	5.63	4.37	5.88	PG	PG";;;;
"OSBPL5	OSBP	[M-H]-: Phosphatidylethanolamine (33:1) => (17:1/16:0)	PE(33:1)	in vitro	84000	[M-H]-	33	1	neg	702.5104	8.51	8.08	8.84	PE	PE";;;;
"OSBPL5	OSBP	[M-H]-: Phosphatidylethanolamine (36:2)  => (18:1/18:1)	PE(36:2)	in vitro	63000	[M-H]-	36	2	neg	742.5423	9.12	8.73	9.64	PE	PE";;;;
"OSBPL5	OSBP	[M-H]-: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	40000	[M-H]-	34	2	neg	714.5105	7.82	7.33	8.3	PE	PE";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	72000000	[M+H]+	36	2	pos	786.5989	8.98	8.35	9.7	PC	PC";;;;
"PITPNA	IP_trans	[M+Na]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	3400000	[M+Na]+	36	2	pos	808.5797	8.99	8.59	9.38	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	3000000	[M+H]+	34	1	pos	760.5834	8.76	8.31	9.44	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (34:2)	PC(34:2)	in vitro	1400000	[M+H]+	34	2	pos	758.5681	7.74	7.17	8.39	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (38:3)	PC(38:3)	in vitro	770000	[M+H]+	38	3	pos	812.6141	9.66	9.31	10.26	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (36:3)	PC(36:3)	in vitro	720000	[M+H]+	36	3	pos	784.5838	8.02	7.44	8.88	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (32:1)	PC(32:1)	in vitro	600000	[M+H]+	32	1	pos	732.5526	7.44	6.93	8.12	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (36:4)	PC(36:4)	in vitro	410000	[M+H]+	36	4	pos	782.5681	7.69	6.57	8.68	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (38:5)	PC(38:5)	in vitro	380000	[M+H]+	38	5	pos	808.5816	7.81	7.1	9.79	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (32:0)	PC(32:0)	in vitro	230000	[M+H]+	32	0	pos	734.5684	8.55	8.16	8.88	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (33:1)	PC(33:1)	in vitro	150000	[M+H]+	33	1	pos	746.5681	8.09	7.32	11.3	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (34:3)	PC(34:3)	in vitro	150000	[M+H]+	34	3	pos	756.5535	6.9	6.27	7.61	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (35:1)	PC(35:1)	in vitro	130000	[M+H]+	35	1	pos	774.5982	9.41	8.39	12.39	PC	PC";;;;
"PITPNA	IP_trans	[M+NH4]+: Phosphatidylinositol (38:4) => (18:0/20:4)	PI(38:4)	in vitro	65000	[M+NH4]+	38	4	pos	904.5889	7.92	7.15	8.2	PI	PI";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (32:2)	PC(32:2)	in vitro	59000	[M+H]+	32	2	pos	730.5371	6.32	5.84	8.51	PC	PC";;;;
"PITPNA	IP_trans	[M+Na]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	48000	[M+Na]+	34	1	pos	782.5649	8.73	8.42	9.07	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (34:0)	PC(34:0)	in vitro	39000	[M+H]+	34	0	pos	762.5995	10	9.62	10.4	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (36:5)	PC(36:5)	in vitro	24000	[M+H]+	36	5	pos	780.5517	6.83	5.89	6.98	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	23000	[M+H]+	38	4	pos	810.597	10.25	9.96	10.72	PC	PC";;;;
"PITPNA	IP_trans	[M+H]+: Phosphatidylcholine (30:0)	PC(30:0)	in vitro	22000	[M+H]+	30	0	pos	706.5375	7.14	6.48	7.74	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	4700000	[M+HCOO]-	36	2	neg	830.5908	8.97	8.61	9.4	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (34:1) => (18:1/16:0)	PC(34:1)	in vitro	210000	[M+HCOO]-	34	1	neg	804.575	8.76	8.37	9.2	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO+1x(HCOONa)]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	120000	[M+HCOO+1x(HCOONa)]-	36	2	neg	898.577	8.97	8.62	9.4	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (34:2) => (18:2/16:0)	PC(34:2)	in vitro	100000	[M+HCOO]-	34	2	neg	802.5595	7.75	7.27	8.21	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (38:4) => (20:4/18:0)	PC(38:4)	in vitro	61000	[M+HCOO]-	38	4	neg	854.5903	9.12	8.25	9.51	PC	PC";;;;
"PITPNA	IP_trans	[M-H]-: Phosphatidylinositol (38:4) => (18:0/20:4)	PI(38:4)	in vitro	61000	[M-H]-	38	4	neg	885.5482	7.91	7.09	8.21	PI	PI";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (32:1) =>(16:1/16:0)	PC(32:1)	in vitro	55000	[M+HCOO]-	32	1	neg	776.5438	7.42	6.98	8.22	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (36:3) =>(18:2/18:1)	PC(36:3)	in vitro	48000	[M+HCOO]-	36	3	neg	828.5739	7.95	7.34	8.76	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (36:1) => (18:1/18:0)	PC(36:1)	in vitro	42000	[M+HCOO]-	36	1	neg	832.6076	10.21	9.86	10.62	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (38:3) => (20:3/18:0)	PC(38:3)	in vitro	38000	[M+HCOO]-	38	3	neg	856.6068	9.63	9.31	10.06	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO+2x(HCOONa)]-: Phosphatidylcholine (36:2) => (18:1/18:1)	PC(36:2)	in vitro	34000	[M+HCOO+2x(HCOONa)]-	36	2	neg	966.5647	8.97	8.62	9.47	PC	PC";;;;
"PITPNA	IP_trans	[M+HCOO]-: Phosphatidylcholine (36:4) => (20:4/16:0)	PC(36:4)	in vitro	26000	[M+HCOO]-	36	4	neg	826.5595	7.68	7.17	8	PC	PC";;;;
"PITPNA	IP_trans	[M-H]-: Phosphatidylinositol (36:2) => (18:2/18:0)	PI(36:2)	in vitro	21000	[M-H]-	36	2	neg	861.5484	7.97	7.2	8.26	PI	PI";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	55000000	[M+H]+	36	2	pos	786.599	8.98	8.12	10.71	PC	PC";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	16000000	[M+NH4]+	36	2	pos	792.5746	7.95	7.62	8.27	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	7700000	[M+NH4]+	34	2	pos	764.5438	6.78	6.33	7.18	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	3400000	[M+NH4]+	35	2	pos	778.5593	7.52	7.13	7.84	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (34:1)	PC(34:1)	in vitro	2600000	[M+H]+	34	1	pos	760.5845	8.79	8.49	9.26	PC	PC";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	1600000	[M+H]+	38	4	pos	810.5983	9.14	8.67	9.43	PC	PC";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	1400000	[M+NH4]+	33	1	pos	752.5439	7.4	7	7.71	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	1300000	[M+H]+	36	2	pos	775.5477	7.95	7.58	8.23	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (38:3)	PC(38:3)	in vitro	1200000	[M+H]+	38	3	pos	812.615	9.66	9.41	10.13	PC	PC";;;;
"PITPNB	IP_trans	[M+Na]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	1200000	[M+Na]+	36	2	pos	797.529	7.96	7.58	8.27	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (36:1)	PC(36:1)	in vitro	970000	[M+H]+	36	1	pos	788.6166	10.25	9.98	10.71	PC	PC";;;;
"PITPNB	IP_trans	[M+Na]+: Phosphatidylglycerol (34:2) => (18:1/16:1)	PG(34:2)	in vitro	720000	[M+Na]+	34	2	pos	769.4984	6.78	6.35	7.14	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	620000	[M+H]+	34	2	pos	747.5171	6.78	6.35	7.13	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (37:2) => (18:1/19:1)	PG(37:2)	in vitro	480000	[M+NH4]+	37	2	pos	806.5892	8.83	8.49	9.1	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylinositol (38:4) => (18:0/20:4)	PI(38:4)	in vitro	420000	[M+NH4]+	38	4	pos	904.5898	7.89	7.5	8.1	PI	PI";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	390000	[M+H]+	34	1	pos	749.5323	7.84	7.45	8.1	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylglycerol (35:2) => (18:1/17:1)	PG(35:2)	in vitro	330000	[M+H]+	35	2	pos	761.5317	7.53	7.16	7.76	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (36:3) => (18:2/18:1)	PG(36:3)	in vitro	250000	[M+NH4]+	36	3	pos	790.5589	7.59	7.2	7.88	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (35:2)	PC(35:2)	in vitro	200000	[M+H]+	35	2	pos	772.5883	8.46	7.18	10.33	PC	PC";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	170000	[M+H]+	33	1	pos	735.5183	7.5	7.02	8.38	PG	PG";;;;
"PITPNB	IP_trans	[M+Na]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	160000	[M+Na]+	33	1	pos	757.4991	7.4	7.02	7.67	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (34:3)	PC(34:3)	in vitro	160000	[M+H]+	34	3	pos	756.5537	6.75	6.39	7.67	PC	PC";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (32:0)	PC(32:0)	in vitro	140000	[M+H]+	32	0	pos	734.5697	8.57	8.3	8.87	PC	PC";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (35:1)	PC(35:1)	in vitro	130000	[M+H]+	35	1	pos	774.5988	9.52	9.02	10.28	PC	PC";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (36:1) => (18:1/18:0)	PG(36:1)	in vitro	130000	[M+NH4]+	36	1	pos	794.5886	9.17	8.88	9.41	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (40:4)	PC(40:4)	in vitro	110000	[M+H]+	40	4	pos	838.6334	10.16	9.89	10.48	PC	PC";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (37:4)	PC(37:4)	in vitro	64000	[M+H]+	37	4	pos	796.5861	8.39	7.68	8.79	PC	PC";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (30:0) => (14:0/16:0)	PG(30:0)	in vitro	58000	[M+NH4]+	30	0	pos	712.5121	6.45	6.06	6.64	PG	PG";;;;
"PITPNB	IP_trans	[M+NH4]+: Phosphatidylglycerol (34:3) => (18:2/16:1)	PG(34:3)	in vitro	47000	[M+NH4]+	34	3	pos	762.528	6.42	5.95	6.64	PG	PG";;;;
"PITPNB	IP_trans	[M+H]+: Phosphatidylcholine (38:4)	PC(38:4)	in vitro	19000	[M+H]+	38	4	pos	810.5985	10.23	9.98	10.55	PC	PC";;;;
"PITPNB	IP_trans	[M-H]-: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	7800000	[M-H]-	36	2	neg	773.5322	7.94	7.42	8.2	PG	PG";;;;
"PITPNB	IP_trans	[M-H]-: Phosphatidylglycerol (33:1) => (17:1/16:0)	PG(33:1)	in vitro	890000	[M-H]-	33	1	neg	733.5012	7.38	6.83	7.63	PG	PG";;;;
"PITPNB	IP_trans	[M-H]-: Phosphatidylglycerol (37:2) => (19:1/18:1)	PG(37:2)	in vitro	240000	[M-H]-	37	2	neg	787.5476	8.79	8.36	9.05	PG	PG";;;;
"PITPNB	IP_trans	[M-H]-: Bismonoacylglycerolphosphate (33:2)";"Phosphatidylglycerol (33:2) => (17:1/16:1)	PG/BMP(33:2)	in vitro	120000	[M-H]-	33	2	neg	731.4856	6.35	5.72	6.59	PG";" BMP	PG/BMP";;
"PITPNB	IP_trans	[M-H+1x(HCOONa)]-: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	100000	[M-H+1x(HCOONa)]-	36	2	neg	841.5189	7.94	7.41	8.25	PG	PG";;;;
"PITPNB	IP_trans	[M-H]-: Phosphatidylglycerol (36:1) => (18:1/18:0)	PG(36:1)	in vitro	50000	[M-H]-	36	1	neg	775.5478	9.17	8.86	9.44	PG	PG";;;;
"PITPNB	IP_trans	[M-H]-: Phosphatidylglycerol (30:0) => (14:0/16:0)	PG(30:0)	in vitro	35000	[M-H]-	30	0	neg	693.4699	6.42	5.98	6.61	PG	PG";;;;
"PITPNC1	IP_trans	[M+NH4]+: Phosphatidate (34:2) => (16:1/18:1)	PA(34:2)	in vitro	7100000	[M+NH4]+	34	2	pos	690.5062	7.37	6.19	8.11	PA	PA";;;;
"PITPNC1	IP_trans	[M+NH4]+: Phosphatidate (32:1) => (16:1/16:0)	PA(32:1)	in vitro	3800000	[M+NH4]+	32	1	pos	664.4911	7.13	6.01	7.79	PA	PA";;;;
"PITPNC1	IP_trans	[M+NH4]+: Phosphatidate (33:1) => (17:1/16:0)	PA(33:1)	in vitro	600000	[M+NH4]+	33	1	pos	678.5068	7.76	6.33	8.37	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (34:2)	PA(34:2)	in vitro	530000	[M+Na]+	34	2	pos	695.4611	7.2	6.15	7.66	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (32:1) => (16:1/16:0)	PA(32:1)	in vitro	350000	[M+Na]+	32	1	pos	669.4457	7.07	6.12	7.53	PA	PA";;;;
"PITPNC1	IP_trans	[M+H]+: Phosphatidate (34:2) => (16:1/18:1)	PA(34:2)	in vitro	170000	[M+H]+	34	2	pos	673.4799	7.19	6.39	7.57	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (35:2) => (18:1/17:1)	PA(35:2)	in vitro	110000	[M+Na]+	35	2	pos	709.4776	7.98	7.22	8.49	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (36:2) => (18:1/18:1)	PA(36:2)	in vitro	97000	[M+Na]+	36	2	pos	723.4932	8.44	7.7	8.99	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (34:1) => (16:0/18:1)	PA(34:1)	in vitro	76000	[M+Na]+	34	1	pos	697.4773	8.3	7.52	8.95	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (33:1)	PA(33:1)	in vitro	66000	[M+Na]+	33	1	pos	683.4615	7.85	7.11	8.29	PA	PA";;;;
"PITPNC1	IP_trans	[M+NH4]+: Phosphatidate (30:1) => (14:0/16:1)	PA(30:1)	in vitro	64000	[M+NH4]+	30	1	pos	636.46	5.86	4.91	6.37	PA	PA";;;;
"PITPNC1	IP_trans	[M+NH4]+: Phosphatidate (35:1) => (16:0/19:1)	PA(35:1)	in vitro	59000	[M+NH4]+	35	1	pos	706.5379	9.22	8.4	9.78	PA	PA";;;;
"PITPNC1	IP_trans	[M+Na]+: Phosphatidate (32:2) => (16:1/16:1)	PA(32:2)	in vitro	55000	[M+Na]+	32	2	pos	667.4308	6.04	5.05	6.39	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	3400000	[M-H]-	34	2	neg	671.4648	7.19	6.35	7.73	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (32:1)  => (16:0/16:1)	PA(32:1)	in vitro	2300000	[M-H]-	32	1	neg	645.4491	7.07	6.21	7.54	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (35:2)  => (18:1/17:1)	PA(35:2)	in vitro	550000	[M-H]-	35	2	neg	685.4805	7.98	7.15	8.46	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (36:2) => (18:1/18:1)	PA(36:2)	in vitro	430000	[M-H]-	36	2	neg	699.4964	8.45	7.7	9.02	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (32:2) => (16:1/16:1)	PA(32:2)	in vitro	270000	[M-H]-	32	2	neg	643.434	6.04	5.21	6.42	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+1x(HCOONa)]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	190000	[M-H+1x(HCOONa)]-	34	2	neg	739.4517	7.19	6.32	7.6	PA	PA";;;;
"PITPNC1	IP_trans	[M+HCOO]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	150000	[M+HCOO]-	34	2	neg	717.4695	7.2	6.41	7.53	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+1x(HCOONa)]-: Phosphatidate (32:1)  => (16:0/16:1)	PA(32:1)	in vitro	120000	[M-H+1x(HCOONa)]-	32	1	neg	713.4361	7.07	6.22	7.44	PA	PA";;;;
"PITPNC1	IP_trans	[M+HCOO]-: Phosphatidate (32:1)  => (16:0/16:1)	PA(32:1)	in vitro	120000	[M+HCOO]-	32	1	neg	691.4542	7.07	6.4	7.39	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+2x(HCOONa)]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	110000	[M-H+2x(HCOONa)]-	34	2	neg	807.4386	7.2	6.39	7.63	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+2x(HCOONa)]-: Phosphatidate (32:1)  => (16:0/16:1)	PA(32:1)	in vitro	74000	[M-H+2x(HCOONa)]-	32	1	neg	781.4236	7.07	6.25	7.46	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+3x(HCOONa)]-: Phosphatidate (34:2) => (18:1/16:1)	PA(34:2)	in vitro	52000	[M-H+3x(HCOONa)]-	34	2	neg	875.4264	7.2	6.4	7.61	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+3x(HCOONa)]-: Phosphatidate (32:1)  => (16:0/16:1)	PA(32:1)	in vitro	34000	[M-H+3x(HCOONa)]-	32	1	neg	849.4106	7.08	6.29	7.46	PA	PA";;;;
"PITPNC1	IP_trans	[M-H+1x(HCOONa)]-: Phosphatidate (35:2)  => (18:1/17:1)	PA(35:2)	in vitro	32000	[M-H+1x(HCOONa)]-	35	2	neg	753.4665	7.98	7.33	8.4	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidate (37:2) => (18:1/19:1)	PA(37:2)	in vitro	22000	[M-H]-	37	2	neg	713.5124	9.32	8.77	9.89	PA	PA";;;;
"PITPNC1	IP_trans	[M-H]-: Phosphatidylinositol (38:4)  => (18:0/20:4)	PI(38:4)	in vitro	21000	[M-H]-	38	4	neg	885.5479	7.85	7.19	8.06	PI	PI";;;;
"PITPNC1	IP_trans	[M-H+2x(HCOONa)]-: Phosphatidate (35:2)  => (18:1/17:1)	PA(35:2)	in vitro	21000	[M-H+2x(HCOONa)]-	35	2	neg	821.4547	7.98	7.34	8.4	PA	PA";;;;
"PMP2	lipocalin	[M-H]-: octadecenoate => (18:1)	FA(18:1)	in vitro	1200000	[M-H]-	18	1	neg	281.2486	3.78	2.95	8.78	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	960000	[M-H]-	16	1	neg	253.2171	3.02	0.17	3.22	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: eicosatetraenoate => (20:4)	FA(20:4)	in vitro	280000	[M-H]-	20	4	neg	303.2331	3.17	2.16	3.34	FA	FA";;;;
"PMP2	lipocalin	[M+HCOO]-: octadecenoate  => (18:1)	FA(18:1)	in vitro	150000	[M+HCOO]-	18	1	neg	327.2541	3.72	1.57	8.75	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: heptadecenoate  => (17:1)	FA(17:1)	in vitro	130000	[M-H]-	17	1	neg	267.2329	3.5	2.62	3.67	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: docosapentaenoate => (22:5)	FA(22:5)	in vitro	67000	[M-H]-	22	5	neg	329.2489	3.3	2.38	3.63	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: octadecadienoate => (18:1)	FA(18:2)	in vitro	41000	[M-H]-	18	2	neg	279.233	3.25	2.28	3.51	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: nonadecenoate => (19:1)	FA(19:1)	in vitro	31000	[M-H]-	19	1	neg	295.2645	4.3	3.64	4.44	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: eicosatrienoate => (20:3)	FA(20:3)	in vitro	24000	[M-H]-	20	3	neg	305.2485	3.5	3.15	3.75	FA	FA";;;;
"PMP2	lipocalin	[M-H]-: eicosapentaenoate => (20:5)	FA(20:5)	in vitro	13000	[M-H]-	20	5	neg	301.2171	2.68	1.81	2.86	FA	FA";;;;
"RBP5	lipocalin	[M-H]-: hexadecenoate => (16:1)	FA(16:1)	in vitro	13000	[M-H]-	16	1	neg	253.2169	3.06	2.26	3.21	FA	FA";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	32000000	[M+NH4]+	36	2	pos	792.5746	7.9	6.62	8.36	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (32:1) => (16:0/16:1)	PG(32:1)	in vitro	27000000	[M+NH4]+	32	1	pos	738.5277	6.61	5.27	6.9	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	23000000	[M+NH4]+	34	2	pos	764.5432	6.72	5.44	7.14	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (34:2) => (16:1/18:1)	PE(34:2)	in vitro	17000000	[M+H]+	34	2	pos	716.5218	7.79	7.26	8.27	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (34:1) => (16:0/18:1)	PE(34:1)	in vitro	12000000	[M+H]+	34	1	pos	718.5379	8.96	8.5	9.34	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (33:1) => (16:0/17:1)	PG(33:1)	in vitro	12000000	[M+NH4]+	33	1	pos	752.5433	7.35	6.21	7.65	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (33:1) => (16:0/17:1)	PE(33:1)	in vitro	11000000	[M+H]+	33	1	pos	704.5225	8.5	8	9	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylcholine (36:2)	PC(36:2)	in vitro	8900000	[M+H]+	36	2	pos	786.6002	8.86	8.38	9.7	PC	PC";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (35:2) => (18:1/17:1)	PE(35:2)	in vitro	7400000	[M+H]+	35	2	pos	730.5378	8.63	8.16	9	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (32:2) => (16:1/16:1)	PE(32:2)	in vitro	4100000	[M+H]+	32	2	pos	688.4908	6.55	5.92	7.05	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (32:2) => (16:1/16:1)	PG(32:2)	in vitro	3000000	[M+NH4]+	32	2	pos	736.5126	5.65	3.89	6.76	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (33:2) => (16:1/17:1)	PE(33:2)	in vitro	2900000	[M+H]+	33	2	pos	702.5063	7.33	6.78	7.65	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (32:1) => (16:1/16:0)	PG(32:1)	in vitro	2800000	[M+H]+	32	1	pos	721.5011	6.61	5.32	6.88	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (34:1) => (18:1/16:0)	PG(34:1)	in vitro	2600000	[M+H]+	34	1	pos	749.5321	7.78	6.62	8.05	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (36:2) => (18:1/18:1)	PG(36:2)	in vitro	2600000	[M+H]+	36	2	pos	775.548	7.9	6.88	8.35	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylethanolamine (30:1) => (14:0/16:1)	PE(30:1)	in vitro	2500000	[M+H]+	30	1	pos	662.4751	6.34	5.71	6.72	PE	PE";;;;
"RLBP1	CRAL-TRIO	[M+NH4]+: Phosphatidylglycerol (33:2) => (16:1/17:1)	PG(33:2)	in vitro	2200000	[M+NH4]+	33	2	pos	750.5276	6.32	5.01	7.77	PG	PG";;;;
"RLBP1	CRAL-TRIO	[M+H]+: Phosphatidylglycerol (34:2) => (16:1/18:1)	PG(34:2)	in vitro	1900000	[M+H]+	34	2	pos	747.5166	6.66	5.48	7.18	PG	PG";;;;
